Year ended June,Definition of population,Measure,Unit,Value,Value Unit,Value Label,Null Reason,Metadata 1
1964,Estimated de facto population,Population increase,Percent,2.12,percentage,% change,
1965,Estimated de facto population,Estimated population,Male,1317800,number,Number of people,
1965,Estimated de facto population,Estimated population,Female,1310600,number,Number of people,
1965,Estimated de facto population,Estimated population,Total,2628400,number,Number of people,
1965,Estimated de facto population,Sex ratio,Ratio,100.5,number,Number of males per 100 females,
1965,Estimated de facto population,Population increase,Number,43000,number,Number of people,
1965,Estimated de facto population,Population increase,Percent,1.66,percentage,% change,
1966,Estimated de facto population,Estimated population,Male,1342000,number,Number of people,
1966,Estimated de facto population,Estimated population,Female,1333900,number,Number of people,
1966,Estimated de facto population,Estimated population,Total,2675900,number,Number of people,
1966,Estimated de facto population,Sex ratio,Ratio,100.6,number,Number of males per 100 females,
1966,Estimated de facto population,Population increase,Number,47500,number,Number of people,
1966,Estimated de facto population,Population increase,Percent,1.81,percentage,% change,
1967,Estimated de facto population,Estimated population,Male,1365200,number,Number of people,
1967,Estimated de facto population,Estimated population,Female,1358900,number,Number of people,
1967,Estimated de facto population,Estimated population,Total,2724100,number,Number of people,
1967,Estimated de facto population,Sex ratio,Ratio,100.5,number,Number of males per 100 females,
1967,Estimated de facto population,Population increase,Number,48200,number,Number of people,
1967,Estimated de facto population,Population increase,Percent,1.8,percentage,% change,
1968,Estimated de facto population,Estimated population,Male,1374600,number,Number of people,
1968,Estimated de facto population,Estimated population,Female,1373500,number,Number of people,
1968,Estimated de facto population,Estimated population,Total,2748100,number,Number of people,
1968,Estimated de facto population,Sex ratio,Ratio,100.1,number,Number of males per 100 females,
1968,Estimated de facto population,Population increase,Number,24000,number,Number of people,
1968,Estimated de facto population,Population increase,Percent,0.88,percentage,% change,
1969,Estimated de facto population,Estimated population,Male,1384400,number,Number of people,
1969,Estimated de facto population,Estimated population,Female,1388400,number,Number of people,
1969,Estimated de facto population,Estimated population,Total,2772800,number,Number of people,
1969,Estimated de facto population,Sex ratio,Ratio,99.7,number,Number of males per 100 females,
1969,Estimated de facto population,Population increase,Number,24700,number,Number of people,
1969,Estimated de facto population,Population increase,Percent,0.9,percentage,% change,
1970,Estimated de facto population,Estimated population,Male,1404800,number,Number of people,
1970,Estimated de facto population,Estimated population,Female,1405900,number,Number of people,
1970,Estimated de facto population,Estimated population,Total,2810700,number,Number of people,
1970,Estimated de facto population,Sex ratio,Ratio,99.9,number,Number of males per 100 females,
1970,Estimated de facto population,Population increase,Number,37900,number,Number of people,
1970,Estimated de facto population,Population increase,Percent,1.37,percentage,% change,
1971,Estimated de facto population,Estimated population,Male,1425500,number,Number of people,
1971,Estimated de facto population,Estimated population,Female,1427500,number,Number of people,
1971,Estimated de facto population,Estimated population,Total,2853000,number,Number of people,
1971,Estimated de facto population,Sex ratio,Ratio,99.9,number,Number of males per 100 females,
1971,Estimated de facto population,Population increase,Number,42300,number,Number of people,
1971,Estimated de facto population,Population increase,Percent,1.5,percentage,% change,
1972,Estimated de facto population,Estimated population,Male,1450800,number,Number of people,
1972,Estimated de facto population,Estimated population,Female,1453100,number,Number of people,
1972,Estimated de facto population,Estimated population,Total,2903900,number,Number of people,
1972,Estimated de facto population,Sex ratio,Ratio,99.8,number,Number of males per 100 females,
1972,Estimated de facto population,Population increase,Number,50900,number,Number of people,
1972,Estimated de facto population,Population increase,Percent,1.78,percentage,% change,
1973,Estimated de facto population,Estimated population,Male,1479900,number,Number of people,
1973,Estimated de facto population,Estimated population,Female,1481400,number,Number of people,
1973,Estimated de facto population,Estimated population,Total,2961300,number,Number of people,
1973,Estimated de facto population,Sex ratio,Ratio,99.9,number,Number of males per 100 females,
1973,Estimated de facto population,Population increase,Number,57400,number,Number of people,
1973,Estimated de facto population,Population increase,Percent,1.98,percentage,% change,
1974,Estimated de facto population,Estimated population,Male,1510200,number,Number of people,
1974,Estimated de facto population,Estimated population,Female,1513500,number,Number of people,
1974,Estimated de facto population,Estimated population,Total,3023700,number,Number of people,
1974,Estimated de facto population,Sex ratio,Ratio,99.8,number,Number of males per 100 females,
1974,Estimated de facto population,Population increase,Number,62400,number,Number of people,
1974,Estimated de facto population,Population increase,Percent,2.11,percentage,% change,
1975,Estimated de facto population,Estimated population,Male,1539800,number,Number of people,
1975,Estimated de facto population,Estimated population,Female,1543300,number,Number of people,
1975,Estimated de facto population,Estimated population,Total,3083100,number,Number of people,
1975,Estimated de facto population,Sex ratio,Ratio,99.8,number,Number of males per 100 females,
1975,Estimated de facto population,Population increase,Number,59400,number,Number of people,
1975,Estimated de facto population,Population increase,Percent,1.96,percentage,% change,
1976,Estimated de facto population,Estimated population,Male,1553500,number,Number of people,
1976,Estimated de facto population,Estimated population,Female,1557000,number,Number of people,
1976,Estimated de facto population,Estimated population,Total,3110500,number,Number of people,
1976,Estimated de facto population,Sex ratio,Ratio,99.8,number,Number of males per 100 females,
1976,Estimated de facto population,Population increase,Number,27400,number,Number of people,
1976,Estimated de facto population,Population increase,Percent,0.89,percentage,% change,
1977,Estimated de facto population,Estimated population,Male,1556700,number,Number of people,
1977,Estimated de facto population,Estimated population,Female,1563500,number,Number of people,
1977,Estimated de facto population,Estimated population,Total,3120200,number,Number of people,
1977,Estimated de facto population,Sex ratio,Ratio,99.6,number,Number of males per 100 females,
1977,Estimated de facto population,Population increase,Number,9700,number,Number of people,
1977,Estimated de facto population,Population increase,Percent,0.31,percentage,% change,
1978,Estimated de facto population,Estimated population,Male,1556100,number,Number of people,
1978,Estimated de facto population,Estimated population,Female,1565100,number,Number of people,
1978,Estimated de facto population,Estimated population,Total,3121200,number,Number of people,
1978,Estimated de facto population,Sex ratio,Ratio,99.4,number,Number of males per 100 females,
1978,Estimated de facto population,Population increase,Number,1000,number,Number of people,
1978,Estimated de facto population,Population increase,Percent,0.03,percentage,% change,
1979,Estimated de facto population,Estimated population,Male,1548400,number,Number of people,
1979,Estimated de facto population,Estimated population,Female,1560600,number,Number of people,
1979,Estimated de facto population,Estimated population,Total,3109000,number,Number of people,
1979,Estimated de facto population,Sex ratio,Ratio,99.2,number,Number of males per 100 females,
1979,Estimated de facto population,Population increase,Number,-12200,number,Number of people,
1979,Estimated de facto population,Population increase,Percent,-0.39,percentage,% change,
1980,Estimated de facto population,Estimated population,Male,1548200,number,Number of people,
1980,Estimated de facto population,Estimated population,Female,1564700,number,Number of people,
1980,Estimated de facto population,Estimated population,Total,3112900,number,Number of people,
1980,Estimated de facto population,Sex ratio,Ratio,98.9,number,Number of males per 100 females,
1980,Estimated de facto population,Population increase,Number,3900,number,Number of people,
1980,Estimated de facto population,Population increase,Percent,0.13,percentage,% change,
1981,Estimated de facto population,Estimated population,Male,1553600,number,Number of people,
1981,Estimated de facto population,Estimated population,Female,1571300,number,Number of people,
1981,Estimated de facto population,Estimated population,Total,3124900,number,Number of people,
1981,Estimated de facto population,Sex ratio,Ratio,98.9,number,Number of males per 100 females,
1981,Estimated de facto population,Population increase,Number,12000,number,Number of people,
1981,Estimated de facto population,Population increase,Percent,0.39,percentage,% change,
1982,Estimated de facto population,Estimated population,Male,1566700,number,Number of people,
1982,Estimated de facto population,Estimated population,Female,1589400,number,Number of people,
1982,Estimated de facto population,Estimated population,Total,3156100,number,Number of people,
1982,Estimated de facto population,Sex ratio,Ratio,98.6,number,Number of males per 100 females,
1982,Estimated de facto population,Population increase,Number,31200,number,Number of people,
1982,Estimated de facto population,Population increase,Percent,1,percentage,% change,
1983,Estimated de facto population,Estimated population,Male,1589100,number,Number of people,
1983,Estimated de facto population,Estimated population,Female,1610200,number,Number of people,
1983,Estimated de facto population,Estimated population,Total,3199300,number,Number of people,
1983,Estimated de facto population,Sex ratio,Ratio,98.7,number,Number of males per 100 females,
1983,Estimated de facto population,Population increase,Number,43200,number,Number of people,
1983,Estimated de facto population,Population increase,Percent,1.37,percentage,% change,
1984,Estimated de facto population,Estimated population,Male,1600600,number,Number of people,
1984,Estimated de facto population,Estimated population,Female,1626500,number,Number of people,
1984,Estimated de facto population,Estimated population,Total,3227100,number,Number of people,
1984,Estimated de facto population,Sex ratio,Ratio,98.4,number,Number of males per 100 females,
1984,Estimated de facto population,Population increase,Number,27800,number,Number of people,
1984,Estimated de facto population,Population increase,Percent,0.87,percentage,% change,
1985,Estimated de facto population,Estimated population,Male,1608600,number,Number of people,
1985,Estimated de facto population,Estimated population,Female,1638500,number,Number of people,
1985,Estimated de facto population,Estimated population,Total,3247100,number,Number of people,
1985,Estimated de facto population,Sex ratio,Ratio,98.2,number,Number of males per 100 females,
1985,Estimated de facto population,Population increase,Number,20000,number,Number of people,
1985,Estimated de facto population,Population increase,Percent,0.62,percentage,% change,
1986,Estimated de facto population,Estimated population,Male,1607800,number,Number of people,
1986,Estimated de facto population,Estimated population,Female,1638500,number,Number of people,
1986,Estimated de facto population,Estimated population,Total,3246300,number,Number of people,
1986,Estimated de facto population,Sex ratio,Ratio,98.1,number,Number of males per 100 females,
1986,Estimated de facto population,Population increase,Number,-800,number,Number of people,
1986,Estimated de facto population,Population increase,Percent,-0.02,percentage,% change,
1987,Estimated de facto population,Estimated population,Male,1620100,number,Number of people,
1987,Estimated de facto population,Estimated population,Female,1654300,number,Number of people,
1987,Estimated de facto population,Estimated population,Total,3274400,number,Number of people,
1987,Estimated de facto population,Sex ratio,Ratio,97.9,number,Number of males per 100 females,
1987,Estimated de facto population,Population increase,Number,28100,number,Number of people,
1987,Estimated de facto population,Population increase,Percent,0.87,percentage,% change,
1988,Estimated de facto population,Estimated population,Male,1622800,number,Number of people,
1988,Estimated de facto population,Estimated population,Female,1660600,number,Number of people,
1988,Estimated de facto population,Estimated population,Total,3283400,number,Number of people,
1988,Estimated de facto population,Sex ratio,Ratio,97.7,number,Number of males per 100 females,
1988,Estimated de facto population,Population increase,Number,9000,number,Number of people,
1988,Estimated de facto population,Population increase,Percent,0.27,percentage,% change,
1989,Estimated de facto population,Estimated population,Male,1627700,number,Number of people,
1989,Estimated de facto population,Estimated population,Female,1671500,number,Number of people,
1989,Estimated de facto population,Estimated population,Total,3299200,number,Number of people,
1989,Estimated de facto population,Sex ratio,Ratio,97.4,number,Number of males per 100 females,
1989,Estimated de facto population,Population increase,Number,15800,number,Number of people,
1989,Estimated de facto population,Population increase,Percent,0.48,percentage,% change,
1990,Estimated de facto population,Estimated population,Male,1642000,number,Number of people,
1990,Estimated de facto population,Estimated population,Female,1687800,number,Number of people,
1990,Estimated de facto population,Estimated population,Total,3329800,number,Number of people,
1990,Estimated de facto population,Sex ratio,Ratio,97.3,number,Number of males per 100 females,
1990,Estimated de facto population,Population increase,Number,30600,number,Number of people,
1990,Estimated de facto population,Population increase,Percent,0.93,percentage,% change,
1991,Estimated resident population,Estimated population,Male,1719300,number,Number of people,
1991,Estimated resident population,Estimated population,Female,1775800,number,Number of people,
1991,Estimated resident population,Estimated population,Total,3495100,number,Number of people,
1991,Estimated resident population,Sex ratio,Ratio,96.81833539813,number,Number of males per 100 females,
1991,Estimated resident population,Population increase,Number,,number,Number of people,not applicable
1991,Estimated resident population,Population increase,Percent,,percentage,% change,not applicable
1992,Estimated resident population,Estimated population,Male,1739000,number,Number of people,
1992,Estimated resident population,Estimated population,Female,1792700,number,Number of people,
1992,Estimated resident population,Estimated population,Total,3531700,number,Number of people,
1992,Estimated resident population,Sex ratio,Ratio,97.00451832432,number,Number of males per 100 females,
1992,Estimated resident population,Population increase,Number,36600,number,Number of people,
1992,Estimated resident population,Population increase,Percent,1.036328113939,percentage,% change,
1993,Estimated resident population,Estimated population,Male,1759400,number,Number of people,
1993,Estimated resident population,Estimated population,Female,1812800,number,Number of people,
1993,Estimated resident population,Estimated population,Total,3572200,number,Number of people,
1993,Estimated resident population,Sex ratio,Ratio,97.05428067079,number,Number of males per 100 females,
1993,Estimated resident population,Population increase,Number,40500,number,Number of people,
1993,Estimated resident population,Population increase,Percent,1.133755108896,percentage,% change,
1994,Estimated resident population,Estimated population,Male,1783800,number,Number of people,
1994,Estimated resident population,Estimated population,Female,1836300,number,Number of people,
1994,Estimated resident population,Estimated population,Total,3620000,number,Number of people,
1994,Estimated resident population,Sex ratio,Ratio,97.14099003431,number,Number of males per 100 females,
1994,Estimated resident population,Population increase,Number,47800,number,Number of people,
1994,Estimated resident population,Population increase,Percent,1.32044198895,percentage,% change,
1995,Estimated resident population,Estimated population,Male,1810800,number,Number of people,
1995,Estimated resident population,Estimated population,Female,1862600,number,Number of people,
1995,Estimated resident population,Estimated population,Total,3673400,number,Number of people,
1995,Estimated resident population,Sex ratio,Ratio,97.2189412649,number,Number of males per 100 females,
1995,Estimated resident population,Population increase,Number,53400,number,Number of people,
1995,Estimated resident population,Population increase,Percent,1.453694125333,percentage,% change,
1996,Estimated resident population,Estimated population,Male,1841300,number,Number of people,
1996,Estimated resident population,Estimated population,Female,1890700,number,Number of people,
1996,Estimated resident population,Estimated population,Total,3732000,number,Number of people,
1996,Estimated resident population,Sex ratio,Ratio,97.38721108584,number,Number of males per 100 females,
1996,Estimated resident population,Population increase,Number,58600,number,Number of people,
1996,Estimated resident population,Population increase,Percent,1.570203644159,percentage,% change,
1997,Estimated resident population,Estimated population,Male,1863700,number,Number of people,
1997,Estimated resident population,Estimated population,Female,1917700,number,Number of people,
1997,Estimated resident population,Estimated population,Total,3781300,number,Number of people,
1997,Estimated resident population,Sex ratio,Ratio,97.18412681858,number,Number of males per 100 females,
1997,Estimated resident population,Population increase,Number,49300,number,Number of people,
1997,Estimated resident population,Population increase,Percent,1.303784412768,percentage,% change,
1998,Estimated resident population,Estimated population,Male,1877800,number,Number of people,
1998,Estimated resident population,Estimated population,Female,1937200,number,Number of people,
1998,Estimated resident population,Estimated population,Total,3815000,number,Number of people,
1998,Estimated resident population,Sex ratio,Ratio,96.93371876936,number,Number of males per 100 females,
1998,Estimated resident population,Population increase,Number,33700,number,Number of people,
1998,Estimated resident population,Population increase,Percent,0.8833551769332,percentage,% change,
1999,Estimated resident population,Estimated population,Male,1884900,number,Number of people,
1999,Estimated resident population,Estimated population,Female,1950200,number,Number of people,
1999,Estimated resident population,Estimated population,Total,3835100,number,Number of people,
1999,Estimated resident population,Sex ratio,Ratio,96.65162547431,number,Number of males per 100 females,
1999,Estimated resident population,Population increase,Number,20100,number,Number of people,
1999,Estimated resident population,Population increase,Percent,0.5241062814529,percentage,% change,
2000,Estimated resident population,Estimated population,Male,1893800,number,Number of people,
2000,Estimated resident population,Estimated population,Female,1964000,number,Number of people,
2000,Estimated resident population,Estimated population,Total,3857700,number,Number of people,
2000,Estimated resident population,Sex ratio,Ratio,96.42566191446,number,Number of males per 100 females,
2000,Estimated resident population,Population increase,Number,22600,number,Number of people,
2000,Estimated resident population,Population increase,Percent,0.5858413044042,percentage,% change,
2001,Estimated resident population,Estimated population,Male,1903200,number,Number of people,
2001,Estimated resident population,Estimated population,Female,1977300,number,Number of people,
2001,Estimated resident population,Estimated population,Total,3880500,number,Number of people,
2001,Estimated resident population,Sex ratio,Ratio,96.25246548323,number,Number of males per 100 females,
2001,Estimated resident population,Population increase,Number,22800,number,Number of people,
2001,Estimated resident population,Population increase,Percent,0.5875531503672,percentage,% change,
2002,Estimated resident population,Estimated population,Male,1936500,number,Number of people,
2002,Estimated resident population,Estimated population,Female,2012000,number,Number of people,
2002,Estimated resident population,Estimated population,Total,3948500,number,Number of people,
2002,Estimated resident population,Sex ratio,Ratio,96.24751491054,number,Number of males per 100 females,
2002,Estimated resident population,Population increase,Number,68000,number,Number of people,
2002,Estimated resident population,Population increase,Percent,1.72217297708,percentage,% change,
2003,Estimated resident population,Estimated population,Male,1975600,number,Number of people,
2003,Estimated resident population,Estimated population,Female,2051700,number,Number of people,
2003,Estimated resident population,Estimated population,Total,4027200,number,Number of people,
2003,Estimated resident population,Sex ratio,Ratio,96.29088073305,number,Number of males per 100 females,
2003,Estimated resident population,Population increase,Number,78700,number,Number of people,
2003,Estimated resident population,Population increase,Percent,1.954211362733,percentage,% change,
2004,Estimated resident population,Estimated population,Male,2003800,number,Number of people,
2004,Estimated resident population,Estimated population,Female,2083800,number,Number of people,
2004,Estimated resident population,Estimated population,Total,4087500,number,Number of people,
2004,Estimated resident population,Sex ratio,Ratio,96.16085996737,number,Number of males per 100 females,
2004,Estimated resident population,Population increase,Number,60300,number,Number of people,
2004,Estimated resident population,Population increase,Percent,1.475229357798,percentage,% change,
2005,Estimated resident population,Estimated population,Male,2025200,number,Number of people,
2005,Estimated resident population,Estimated population,Female,2108700,number,Number of people,
